Actual_Indicators,Total_Indicators,Count_Coverage_Pct,Weighted_Coverage_Pct,Data_Confidence_Score,Data_Confidence_Label,Shock_Method,Scoring_Mode,Missing_As_Zero
22,27,81.48,83.76,82.61,HIGH,EMPIRICAL_ABS_PERCENTILE_50_75_90,AVAILABLE_ONLY_RENORMALIZED_WITH_CONFIDENCE_SHRINKAGE,NO
