Total_Indicators,Current_ACTUAL,Current_Coverage_Pct,Strict_Live_Ready,Strict_Ready_Pct,Definition_Checks,License_or_Paid_Checks,Connector_Needed,STEP12_READY
27,0,0.0,0,0.0,0,5,8,NO
