Portfolio_Health_Score,Health_State,HHI,Effective_Number_of_Assets,Portfolio_Annualized_Volatility_Pct,Portfolio_Max_Drawdown_Pct,Weighted_Average_Correlation,Policy_Coverage_Pct,Target_Policy_Score,Gold_Status,Estimated_FX_Exposure_Pct,FX_Status,Korean_Comment
67.89,GOOD,0.3331,3.0,5.92,-16.47,0.059,100.0,0.0,BELOW_RANGE,22.2,REPORT_ONLY,자산 집중도는 비교적 안정적입니다 / 자산 간 상관관계가 낮아 분산효과가 양호합니다 / 금 정책: 현재 6.4% / 목표 10% / 허용범위 8~12% → BELOW_RANGE
