Rank_1,Rank_1_Score,Rank_2,Rank_2_Score,Rank_3,Rank_3_Score,Rank_4,Rank_4_Score,Macro_Normalization,Target_Policy_Method,Opportunity_Formula,Note
Gold,60.52,Domestic_Equity,51.77,Bond,50.23,Foreign_Equity,48.46,PASS_ALL_STEP3_ACTUAL,HARD_RANGE_CONTINUOUS_V2,0.30*Target+0.25*Macro+0.20*RiskAdj+0.15*History+0.10*Drawdown,신규자금 상대적 매력도이며 매도 또는 리밸런싱 신호가 아닙니다.
